gene_id,log2FoldChange,pvalue,padj
C13orf46,-0.383661621,0.3596415152370629,0.5595229534476628
GINM1,0.07226638160470784,0.35961316547551214,0.5595229534476628
ENSG00000267288,0.31150274964515257,0.3596371603917099,0.5595229534476628
COMMD3,-0.081452827,0.35964602723765426,0.5595229534476628
SLC12A3,0.36170941665857004,0.35967440698155906,0.5595392608212819
HNF4G,0.17100405988339457,0.3598718425411772,0.5598025667526358
ENSG00000308067,-0.563590939,0.35989632746166256,0.5598025667526358
NUBP2,0.09534865306122373,0.359897379943103,0.5598025667526358
APP-DT,-0.269770722,0.3599466830728729,0.5598514006421506
OSMR,-0.218112536,0.3600330710298054,0.5599250501342689
WDR55,0.08839580355723511,0.36004776518085935,0.5599250501342689
RSPH1,-0.309173443,0.36001305702832476,0.5599250501342689
ENSG00000262488,-0.856564966,0.3601397638943009,0.5600402625660331
CCND2P1,0.5450396025425742,0.36022474200792265,0.5601166870284335
LIMS3,-0.499505991,0.3602237398331435,0.5601166870284335
LINC00398,0.31851897086025727,0.3603348223393168,0.560208384469087
BTF3L4,-0.078027159,0.3603374725166769,0.560208384469087
ENSG00000289000,0.38553319523930474,0.3603305784690236,0.560208384469087
ENSG00000289924,-0.299226863,0.3604389185910365,0.5603343108007057
ZRANB3,0.12670211089466016,0.3604543173883822,0.5603343108007057
ENSG00000274501,0.5131854626375442,0.3606798156139205,0.5606012267842297
ENSG00000286320,-0.274408941,0.3606656465733361,0.5606012267842297
ENSG00000287579,0.6042968047568442,0.36065718571294536,0.5606012267842297
CHRNA4,0.575651567680175,0.3607319073551173,0.5606543186499146
CDC5L,-0.067782663,0.3607854309020355,0.560681758030041
PRR3,0.13195921869153937,0.3607812831793147,0.560681758030041
ENSG00000302377,-0.443974998,0.3608719242072347,0.5607604238029116
ENSG00000286013,-0.39223245,0.3608711782661247,0.5607604238029116
LINC01341,-0.285021189,0.3609915080120377,0.5608626138048074
USP27X-DT,0.19289854258597525,0.3609910961618792,0.5608626138048074
ENSG00000287990,-0.732885583,0.3609584397421485,0.5608626138048074
IL12RB1,-0.198502477,0.3610356643899445,0.5609033432302756
ENSG00000289094,-0.236426468,0.36105392904764366,0.5609038453496563
ENSG00000293465,-0.181725111,0.3612071448354349,0.5610861059818246
SLITRK1,-0.772060217,0.3612032542589313,0.5610861059818246
ENSG00000232194,0.2904030514895304,0.36123986606909053,0.5611090541520335
TOR1AIP1,0.10008374529648897,0.36133572869681185,0.561230071852565
ENSG00000286180,-0.503541483,0.3613856546705454,0.5612797318279726
ENSG00000248101,-0.224220419,0.36143099550450974,0.5612943824180362
ENSG00000272077,-0.213307779,0.361416501851477,0.5612943824180362
PRR35,1.0235076996923274,0.3616954774521789,0.5615098674936672
ENSG00000289707,0.4165672016917625,0.3616465366892264,0.5615098674936672
UGT1A10,-0.556982896,0.3616550009572004,0.5615098674936672
ENSG00000288591,-0.713383733,0.36169427826592027,0.5615098674936672
GEMIN5,0.0762439366716525,0.36163540145186,0.5615098674936672
LINC01088,0.4320238939178196,0.36167151383890894,0.5615098674936672
ENSG00000234917,-0.343364751,0.3615984021443218,0.5615098674936672
DUSP19,-0.141918542,0.3617851568028366,0.5615687533413392
ENSG00000242282,-0.233250853,0.36176488446193433,0.5615687533413392
CMTM4,0.12515496811142082,0.36178729683804856,0.5615687533413392
ANKFN1,0.6137866799530022,0.36181317988677697,0.5615810467083859
ZNF672,0.11134539929668498,0.36184093229295045,0.5615962401963218
PTPDC1,-0.121629185,0.3619179222292789,0.5616568067210459
LIPT1,-0.087028622,0.3619338524198634,0.5616568067210459
RPL13AP22,-0.714906721,0.3618996795983782,0.5616568067210459
ENSG00000298025,0.46599197839616247,0.3620016568536337,0.5617341439527052
BICD2,0.08314362180446369,0.36206496783850084,0.5618045011681085
IL17RB,-0.224888774,0.362215878081142,0.5619828782357688
MSANTD3,-0.118207598,0.3622036820434219,0.5619828782357688
NBPF15,-0.137497194,0.3623788730204096,0.5622078659737515
LINC00377,0.9320102460078948,0.36240108296960116,0.5622144232274038
DHX8,-0.052280247,0.362606191685764,0.5625047075210658
ENSG00000259327,0.6163615753367877,0.36268186832734917,0.5625941872341925
PRKCE,0.10951137200383043,0.36274179805459783,0.5626313173536859
ENSG00000307602,-0.802362673,0.3627277211737189,0.5626313173536859
ENSG00000289183,-0.154504012,0.3627641285376585,0.5626380389181336
CEP63,-0.060829434,0.3628449565235987,0.5627354834704468
ENSG00000280035,-0.568207527,0.36289849214202197,0.562790592779207
ENSG00000297625,-0.431140614,0.36292102009305294,0.5627976116651346
ENSG00000273077,-0.411894187,0.3630676002451424,0.5628574028792962
ENSG00000249138,0.7628828211540084,0.3629977811885221,0.5628574028792962
ZNF561-AS1,-0.074874744,0.3630302287946985,0.5628574028792962
PRTN3,0.47381288032228386,0.3630618518114026,0.5628574028792962
KCTD4,-0.857606971,0.3630588294899628,0.5628574028792962
DOCK9-DT,-0.25049187,0.3630252826610798,0.5628574028792962
HEXA-AS1,-0.181963768,0.3631518214861629,0.5629321397819274
CTNNA1,-0.091266879,0.3631426036029509,0.5629321397819274
NRBP1,-0.057378704,0.3632227120177002,0.5630141130353196
POC1B-AS1,-0.175516934,0.3633207820454283,0.5631382057058119
GSKIP,0.09099096467749247,0.36340925343951236,0.5632474091656078
YES1,-0.102533773,0.36348974494674746,0.5633442343976882
ENSG00000287964,0.817803653797101,0.36352191546352164,0.5633661648310155
MYCBPAP,-0.305280841,0.3635676349131479,0.5634090894363906
TPCN1,0.11946699487384953,0.36362468716434515,0.5634695709947422
HSD17B1,0.1453172809515668,0.36372004480779985,0.563586644129979
TPT1P9,0.23483179899402498,0.3637362926977765,0.563586644129979
LINC01979,-0.35773245,0.3638310282561765,0.5637054929315516
PKIA-AS1,-0.556084135,0.36387968356426903,0.5637529385633452
ENSG00000304696,-0.55093566,0.3639034043071766,0.5637617506865839
ENSG00000261342,0.2917531967426751,0.36395571673986626,0.5637892586208368
ENSG00000285748,-0.378769053,0.363957227952715,0.5637892586208368
RBM14-RBM4,0.21191243843445695,0.36400138032930596,0.5637968262037129
CLCN1,0.411157130591178,0.3639971555850883,0.5637968262037129
PGAM1,0.10070289132982974,0.36401621523596406,0.5637968262037129
TAFAZZIN,-0.117436499,0.3640396387035033,0.5638051731292789
ENSG00000306760,-0.64035783,0.36407950013832924,0.5638389762136319
WDR36,-0.104859616,0.36410640314117415,0.5638527086091999
SNX33,-0.072544979,0.3641673156910298,0.5639191039897302
RPE,0.07411209572491707,0.36420510675673556,0.5639496905664103
CNOT2,0.08725100540112177,0.36431463516270235,0.5640634131879736
PCDHAC1,0.5420330254742174,0.36430503946352366,0.5640634131879736
ITPRID2-DT,-0.231176672,0.3644455011632338,0.564154273265309
ENSG00000254775,-1.206731689,0.36442875312127365,0.564154273265309
SMIM10L2B,0.20050239394052516,0.364394241694594,0.564154273265309
ENSG00000302615,0.451669544522394,0.3644346085044876,0.564154273265309
SMIM11,0.10005642700805079,0.364564039961482,0.5642818883709185
SAA2,-0.374878299,0.36455549584850155,0.5642818883709185
ENSG00000305963,-0.657239016,0.3646322520459322,0.5643315888966326
DCAF7,0.062167596427545366,0.36462941264866466,0.5643315888966326
ENSG00000256312,-0.545385075,0.36471929957625626,0.5644383675388595
PRICKLE2,-0.191172571,0.3647818273593969,0.5644792490588935
C6,0.29792815330713857,0.3647686379304439,0.5644792490588935
ENSG00000286781,-0.350873927,0.3648417765213585,0.5645440734204727
ENSG00000276571,0.3356004260521979,0.3648811781915521,0.5645491573692217
RPL17P26,-1.194296959,0.36486500470838046,0.5645491573692217
SCGB1D2,0.6067316106229579,0.36499972761442345,0.5647026920085609
LRMDA,-0.144336885,0.36501653712404436,0.5647026920085609
ZNF843,-0.191131606,0.365039929904706,0.5647109371374548
ZNF329,-0.121201666,0.36510859447523847,0.5647612680757697
COX7A1,0.26643148219679263,0.3651044168523049,0.5647612680757697
GTF2I,-0.136824215,0.3651392667395911,0.5647807686562357
ENSG00000237070,0.6495300465927847,0.36516462601826305,0.564792049829761
STEAP3,0.16056764235347398,0.36528767923157557,0.5649544234598173
WASH3P,0.5583584269951425,0.36537755198691024,0.5650375152239204
ENSG00000304436,-0.649247323,0.36536096318541567,0.5650375152239204
ENSG00000306030,-0.321963413,0.3654930019663387,0.5651081668784868
NDUFB1,0.10358533019633051,0.3654682899462163,0.5651081668784868
ENSG00000287212,-1.028292381,0.36545240039628357,0.5651081668784868
LINC02612,0.4512723266674756,0.365495542151521,0.5651081668784868
ENSG00000261770,-0.255196419,0.3655327079711229,0.5651302099168545
ADRA1D,0.47945498953851085,0.36554595224190356,0.5651302099168545
DYNC1LI2,-0.100050126,0.3655713712942267,0.5651415606374628
ENSG00000260949,-0.335711272,0.3655957447977891,0.5651512939879985
RPL23P6,0.4589410279716775,0.3656221464947914,0.5651641614767201
SERPINE1,-0.287041804,0.36568873352801823,0.5652391415151999
POLR2B,-0.077234556,0.36583589534235794,0.5654106978489291
ENSG00000257545,-0.330412132,0.3658207875209184,0.5654106978489291
PIPOX,0.2709993558823922,0.3659252361016315,0.5655208194297942
RPL17P18,0.48511871630506503,0.36598262967783257,0.5655815596449867
APC,-0.12412247,0.36602512928328934,0.565616885105175
KLHDC3,0.08452886835794515,0.3660416728864121,0.565616885105175
ENSG00000177699,0.40732753859441573,0.3660927158130616,0.5656677988663937
PDC-AS1,0.24141343930037718,0.3661256264158581,0.5656906918374505
CLCNKB,-0.363279186,0.36621940087150007,0.5658076169728543
CCNG2,-0.142665728,0.3662979614225269,0.5659010262874312
MEGF10,-0.369310886,0.36647568840949574,0.5661476230046976
CPSF7,-0.064282037,0.36668103365035476,0.5664368591269415
LNCOG,-0.413858699,0.36673453418429314,0.5664915135235712
TOM1,-0.096863676,0.3667533369656292,0.5664925678634617
ENSG00000285570,-1.019831388,0.36679649691089355,0.566503230772446
ENSG00000254632,-0.334620537,0.36679524492692706,0.566503230772446
PDCD11,0.08369665656246586,0.36681472686543803,0.566503230772446
ENSG00000279901,0.35590554362510346,0.3668327225076735,0.566503230772446
MTG2,0.09561454520516068,0.3669085383454458,0.5665923257245578
GSK3B,0.05859956512512666,0.3669317100208138,0.5666001210303617
ANAPC11,0.10600937658346382,0.36695483178159105,0.5666078384939932
PLAAT4,0.13566847971800952,0.36699700036719785,0.5666449635756473
BTBD2,0.07269721736136725,0.3670165745646572,0.5666472008797905
RPS4XP5,0.616338299400655,0.36704540621322446,0.5666637300960018
NPIPA6,0.22739422195097406,0.36713509352086826,0.5667537754739742
ENSG00000288829,0.1283691515057918,0.367139988513544,0.5667537754739742
TENT5C,0.21396130138244554,0.3671814041195052,0.5667897218677771
TERB2,0.7037263123880811,0.3673102793854349,0.5669606628037351
ENSG00000277007,0.26155132903712547,0.36736982776162663,0.5670245828344475
LDHA,-0.129955055,0.36743223162906224,0.567092903703563
DPY19L1P1,0.2059973085779586,0.36747409277566323,0.5671295138690606
NNT-AS1,0.10766628633739257,0.36755693847557713,0.5671733745094752
ENSG00000301026,-0.449155087,0.36754197860896853,0.5671733745094752
LINC03034,0.3088376054848684,0.36752964078546735,0.5671733745094752
SNHG30,-0.160028548,0.3675985044917477,0.5672095180852627
ZC3H12C,0.1328733617666675,0.3676707421998541,0.5672929825976724
ENSG00000304416,0.31932069485276493,0.3678311880113797,0.5674005245374136
PAG1,0.1873662778958507,0.3677667061848804,0.5674005245374136
KCNG2,-0.234605354,0.36779501023269734,0.5674005245374136
PKN2-AS1,0.25568706933627244,0.36781971697222116,0.5674005245374136
SFTA1P,0.2774416406803,0.3677997603613561,0.5674005245374136
LINC01063,0.477782505949694,0.36789300320927143,0.5674118874855182
ENSG00000279162,0.4269171102640252,0.3678673951312974,0.5674118874855182
EPHA6,0.6990269841115883,0.3678835242427545,0.5674118874855182
TSC1,-0.092425031,0.36795641155845626,0.5674816878571367
LINC03046,0.7169445455067731,0.3681512532407176,0.5677315218499002
ENSG00000310047,0.8119113053666733,0.36815472419355233,0.5677315218499002
ULBP2,-0.330472294,0.3683378845379881,0.5679579425060972
ENSG00000288989,-0.296277664,0.36833274008445005,0.5679579425060972
GSPT2,0.2794477400826784,0.3683655998564789,0.5679726646435737
ENSG00000216285,0.29098010860020457,0.3683922893785976,0.5679858037600778
ENSG00000269506,-0.527913172,0.3684474923286011,0.568042901305309
ENSG00000295411,0.946406113742474,0.3685268655162749,0.568137255122802
NXPH3,0.2790232720551155,0.36872436104475426,0.5684136932614474
LINC02932,-0.517196234,0.3687596737823716,0.56844010065866
IPO5P1,0.4129113035389013,0.3688300401769278,0.5684925083099784
ENSG00000254251,-0.635983617,0.3688129031204709,0.5684925083099784
ENSG00000233030,-0.232466387,0.36885411463824014,0.5685015867647062
MAST3-AS1,0.33415998457540125,0.3688750076174997,0.5685057610621589
APEX2,0.06616782967089448,0.3690123803694011,0.5686625283100548
ENSG00000238171,-0.409533506,0.3690131053266188,0.5686625283100548
KIAA0319L,0.08758466213107777,0.36911305520044,0.5686763968426649
MAPK1IP1L,-0.074100859,0.3691110511144413,0.5686763968426649
ENSG00000285216,-0.212441147,0.36911069210667413,0.5686763968426649
LINC02196,0.5412359602002195,0.36911180519466613,0.5686763968426649
CNBP,0.07379650347224816,0.3690580599492367,0.5686763968426649
LEISA1,-0.317473726,0.36918313597173813,0.5687563386332455
ENSG00000272829,-0.22618364,0.3692130182803156,0.5687743466294228
TTC28,-0.096229783,0.36925594671660955,0.5688124494802348
CALML4,0.1731920142678603,0.3693064223305892,0.5688621738924522
ENSG00000309855,-1.063491252,0.3693296912372247,0.5688699875424622
CHD1L,0.09281730486991677,0.3694199012463383,0.5689809031758929
LINC02435,0.5641636378827015,0.36947639018024847,0.5690196414658185
ENSG00000287513,-0.302851513,0.3694908651306358,0.5690196414658185
HERC6,0.14574633198081116,0.3694996558678816,0.5690196414658185
ENSG00000307343,-0.275765264,0.3696578063402076,0.5692351492273624
ENSG00000290858,0.3482381556484157,0.3697920558704666,0.5694138325704771
SOAT1,-0.137631304,0.36989177956568287,0.5695393373011202
SPN,-0.209206703,0.36992160669182106,0.5695572120170599
MRPS26,0.13484686653937808,0.36999657602046365,0.569644585646004
ENSG00000303247,-0.703319396,0.3700497419464973,0.5696983839303366
ZNF496,-0.156919111,0.37014811096443845,0.5698217644810538
CCL28,-0.224584884,0.37021512358782616,0.569896863889222
MIX23,0.11057119788092223,0.3702768458715886,0.5699638125299593
LINC01370,0.5155470511773925,0.37039257706781115,0.5701138859175314
BBS7,0.12938592948625616,0.37047584935410216,0.5701859143581596
ENSG00000288637,-0.608021544,0.3704718927244396,0.5701859143581596
NEK1,0.09787806506938232,0.3705537210248534,0.5702496175436865
ENSG00000267890,-0.789321945,0.370543169222326,0.5702496175436865
LINC00200,0.6080357610265653,0.3705890046248632,0.5702758442403573
HOXB1,-0.918768426,0.3706462705692595,0.5703116189680262
ENSG00000287863,-0.490697022,0.3706487372994388,0.5703116189680262
ENSG00000226471,0.14792135118037505,0.37069789755755556,0.5703591894946533
ENSG00000255629,-0.546565054,0.3707806886066256,0.5703786989516308
ENSG00000250230,0.8019968768733128,0.3707694572098047,0.5703786989516308
ENSG00000228404,0.8290615996792254,0.3707667494244441,0.5703786989516308
GALNT9-AS1,0.7823552830790305,0.37078355560227727,0.5703786989516308
ENSG00000307580,-0.615432467,0.37082740304118145,0.570418082133264
ENSG00000267250,-0.4941228,0.3709660518992459,0.5706032807146925
ENSG00000266642,0.30632330617759856,0.37098705735238224,0.5706075161865358
NFYC,0.06097094765707972,0.37119686941367425,0.5708740519716499
RGPD5,-0.205146212,0.37119251140979637,0.5708740519716499
ENSG00000286831,-0.605896049,0.37134122065437836,0.5710679611057027
ENSG00000227269,1.0742733665899984,0.3714078104114289,0.5711422713670684
SNHG16,-0.119807792,0.37153737002760057,0.571313403136731
ENSG00000285130,2.12405599883113,0.37166205367515226,0.5714770206593688
ENSG00000294008,-0.192418786,0.37168524017606164,0.5714845651711117
ENSG00000295487,-0.359105378,0.3717951022128868,0.571625370339406
PHLDB2,0.12202619296825767,0.3719102350495649,0.5717338030005369
BAK1,-0.162391759,0.37192049232709334,0.5717338030005369
NDUFA6,-0.105766376,0.37189445066845006,0.5717338030005369
INTS13,-0.089079358,0.3720544318318675,0.5718930104702712
SLC25A28-DT,-0.281590311,0.372062581419376,0.5718930104702712
ENSG00000272823,0.3007792615690886,0.3720789378167584,0.5718930104702712
ENSG00000283355,-0.431002093,0.37212447161085915,0.5719067621654847
ENSG00000258303,-0.271171939,0.37211866017793427,0.5719067621654847
MAPK1,0.08153539236586259,0.37218051883002023,0.5719647819978825
ENSG00000291208,0.15339576472262612,0.3722500867683377,0.5720240298637497
ENSG00000269976,-0.320229327,0.3722556660454207,0.5720240298637497
ENSG00000286054,-0.832710491,0.3724043428032331,0.5720777830916336
ENSG00000286057,-0.832710491,0.3724043428032331,0.5720777830916336
ENSG00000279662,0.2738851037598441,0.37242509141739355,0.5720777830916336
ENSG00000286091,-0.832710491,0.3724043428032331,0.5720777830916336
ENSG00000295900,-0.564019384,0.37240085341613316,0.5720777830916336
RIOX1,-0.080225074,0.37243703800863703,0.5720777830916336
MMAA,0.11648196642611555,0.37234750318511445,0.5720777830916336
GTPBP10,0.08012762535447922,0.3723247963430154,0.5720777830916336
TPD52L2,0.0986897764956186,0.37249955614383523,0.5721457022562996
STAT1,0.1449683499601472,0.37254457012374953,0.5721867303256587
PDE4C,-0.216340451,0.3727215145551733,0.5724241762468378
ENSG00000267293,-0.312269504,0.37273578849940436,0.5724241762468378
ENSG00000308314,-0.565224498,0.37275687697460125,0.5724284431111581
CYP2R1,-0.101484966,0.3727814957511293,0.5724381306384181
PAX9,-0.651641244,0.3728219867836823,0.5724721892346886
DR1,0.07105398252991454,0.3729254818236891,0.5726029830683166
ST20-AS1,0.12067381821703525,0.37294955388337725,0.5726118211892752
SAMD10,0.13273860073113045,0.3730550733871515,0.5727457034475527
ENSG00000264304,-0.755613431,0.37309230055812714,0.572774052335637
ENSG00000289281,-0.245586044,0.3731101805909621,0.572774052335637
L3HYPDH,0.10216275244330622,0.37313502951603217,0.5727840728547439
ENSG00000295401,0.5900466136241835,0.3733021352475442,0.5730124541780318
SDK1-AS1,0.9870178450082273,0.37336489186478405,0.5730806468170043
